index,Gênero,Idoso,Parceiro,Dependentes,Fidelidade,Churn,Internet,Segurança Online,Backup Online,Proteção no Dispositivo,Suporte Técnico,TV a Cabo,Streaming de Filmes,Serviço Telefônico,Diversas Linhas de Telefone,Contrato,Fatura Online,Método de Pagamento,Despesa Mensal,Despesa Total,Gasto Diário
5158,Female,0,Não,Não,69,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Débito eletrônico,104.0,7028.5,3.35
5159,Male,0,Sim,Não,31,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),66.4,2019.8,2.1
5160,Male,0,Sim,Sim,38,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),85.4,3297.0,2.82
5161,Female,0,Não,Não,37,Não,DSL,Não,Não,Sim,Não,Não,Sim,Não,Sem serviço telefônico,Mensal,Sim,Credit card (automatic),40.2,1478.85,1.3
5162,Male,1,Sim,Não,4,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,70.2,280.35,1.87
5163,Female,0,Sim,Não,46,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,103.15,4594.65,3.26
5164,Male,0,Não,Não,21,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.0,417.7,0.63
5165,Male,0,Não,Não,39,Não,Fibra ótica,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,106.4,4040.65,3.37
5166,Female,0,Não,Não,17,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Um ano,Não,Credit card (automatic),79.85,1387.35,2.57
5167,Male,0,Não,Não,54,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Dois anos,Sim,Bank transfer (automatic),65.3,3512.9,2.13
5168,Female,0,Sim,Não,9,Não,DSL,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,50.85,466.6,1.56
5169,Female,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,45.95,45.95,0.77
5170,Male,0,Sim,Não,3,Não,DSL,Não,Não,Sim,Sim,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,55.8,154.55,1.29
5171,Female,0,Não,Não,70,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),111.95,7795.95,3.66
5172,Male,0,Não,Não,54,Sim,Fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Credit card (automatic),105.4,5643.4,3.42
5173,Male,1,Sim,Não,53,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,101.9,5549.4,3.43
5174,Female,0,Sim,Sim,30,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Bank transfer (automatic),19.55,608.5,0.65
5175,Male,1,Não,Não,48,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,99.0,4744.35,3.23
5176,Male,0,Sim,Sim,62,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),20.05,1263.9,0.67
5177,Female,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,45.3,45.3,0.76
5178,Female,1,Sim,Não,65,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,106.25,6979.8,3.53
5180,Female,1,Sim,Sim,11,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),78.1,864.85,2.4
5181,Male,0,Sim,Sim,66,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Débito eletrônico,20.35,1359.5,0.68
5182,Female,1,Não,Não,3,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,79.4,205.05,1.71
5183,Male,0,Não,Não,39,Não,DSL,Não,Não,Não,Sim,Não,Sim,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,40.6,1494.5,1.25
5184,Female,0,Não,Não,4,Não,DSL,Sim,Não,Sim,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,35.0,135.75,0.9
5185,Male,0,Sim,Não,12,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,74.15,741.4,1.9
5186,Female,0,Sim,Sim,32,Não,DSL,Sim,Sim,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,35.15,1051.05,1.06
5187,Female,0,Não,Não,24,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,98.75,2407.3,3.21
5188,Male,0,Sim,Não,70,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Um ano,Sim,Bank transfer (automatic),95.0,6602.9,3.1
5189,Female,0,Não,Não,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),20.25,1566.9,0.72
5190,Female,0,Não,Não,15,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Mensal,Sim,Credit card (automatic),25.4,399.6,0.83
5191,Female,0,Sim,Sim,17,Não,DSL,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Pagamento físico,74.55,1215.8,2.25
5192,Female,0,Não,Não,8,Sim,Fibra ótica,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),103.35,847.3,3.14
5193,Male,0,Sim,Sim,8,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Um ano,Não,Pagamento físico,24.4,203.95,0.76
5194,Male,0,Sim,Não,25,Não,DSL,Não,Não,Sim,Não,Sim,Não,Não,Sem serviço telefônico,Um ano,Sim,Credit card (automatic),38.1,970.4,1.24
5195,Male,0,Sim,Sim,10,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Credit card (automatic),20.05,218.5,0.66
5196,Male,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.05,20.05,0.33
5197,Female,0,Sim,Não,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),26.45,1914.5,0.87
5198,Male,0,Sim,Sim,43,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),71.9,3173.35,2.4
5199,Female,0,Sim,Sim,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Bank transfer (automatic),83.7,6096.9,2.78
5200,Female,0,Sim,Sim,9,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Um ano,Não,Pagamento físico,48.6,422.3,1.41
5201,Male,0,Sim,Não,50,Não,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Débito eletrônico,99.4,5059.75,3.31
5202,Female,0,Sim,Sim,69,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Um ano,Não,Credit card (automatic),73.7,4885.85,2.33
5203,Male,0,Não,Sim,15,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Um ano,Não,Pagamento físico,64.85,950.75,1.98
5204,Female,1,Sim,Não,26,Não,DSL,Não,Não,Sim,Não,Não,Sim,Sim,Não,Um ano,Não,Pagamento físico,60.7,1597.4,1.97
5205,Female,0,Sim,Sim,35,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Mensal,Sim,Débito eletrônico,25.75,882.55,0.82
5206,Female,1,Sim,Não,21,Não,DSL,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Um ano,Não,Bank transfer (automatic),71.7,1497.05,2.27
5207,Male,0,Não,Não,52,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Pagamento físico,89.25,4652.4,2.93
5208,Male,0,Não,Não,26,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,45.45,1233.15,1.52
5209,Female,0,Sim,Não,71,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Débito eletrônico,47.05,3263.6,1.51
5210,Male,0,Não,Não,33,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,68.25,2171.15,2.13
5211,Male,0,Sim,Sim,66,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Dois anos,Não,Pagamento físico,65.85,4097.05,2.04
5212,Female,0,Não,Não,60,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),19.85,1128.1,0.62
5213,Female,0,Sim,Não,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),24.65,1830.05,0.84
5216,Male,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Débito eletrônico,84.5,84.5,1.41
5217,Male,0,Não,Não,38,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),95.0,3605.6,3.08
5218,Female,1,Sim,Não,61,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),104.4,6405.0,3.44
5219,Female,0,Sim,Não,17,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Débito eletrônico,78.9,1348.95,2.5
5220,Male,0,Não,Não,46,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),72.8,3249.4,2.3
5221,Female,0,Não,Não,5,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,53.8,283.95,1.58
5222,Male,0,Sim,Sim,34,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),78.95,2647.2,2.52
5223,Female,0,Não,Não,17,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),80.05,1345.65,2.49
5224,Male,1,Sim,Não,16,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),54.55,825.1,1.62
5225,Female,1,Não,Não,8,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,75.75,606.25,2.25
5226,Male,0,Sim,Não,48,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),111.45,5315.1,3.62
5227,Female,0,Sim,Sim,60,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Não,Credit card (automatic),59.85,3590.2,1.96
5229,Female,0,Não,Não,25,Sim,Fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),79.85,2015.35,2.58
5230,Female,1,Não,Não,72,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),108.1,7774.05,3.55
5231,Female,1,Não,Não,66,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),102.85,6976.75,3.47
5232,Female,0,Sim,Sim,40,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Pagamento físico,71.35,2847.2,2.31
5233,Male,1,Não,Não,70,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Não,Sem serviço telefônico,Um ano,Sim,Débito eletrônico,45.25,3264.45,1.53
5234,Male,0,Não,Não,23,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Bank transfer (automatic),20.15,405.6,0.56
5235,Male,1,Sim,Não,37,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,85.7,3171.15,2.78
5236,Male,0,Não,Não,50,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Não,Bank transfer (automatic),69.5,3418.2,2.23
5237,Male,0,Sim,Sim,60,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Dois anos,Não,Bank transfer (automatic),60.5,3694.45,2.02
5238,Male,0,Não,Não,8,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Credit card (automatic),20.45,162.3,0.6
5239,Male,1,Sim,Não,43,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,103.0,4414.3,3.34
5240,Male,0,Não,Não,10,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),62.25,612.95,1.86
5241,Female,0,Não,Sim,12,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,105.3,1275.65,3.27
5242,Male,0,Não,Não,37,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,70.35,2552.9,2.24
5243,Male,0,Sim,Sim,55,Não,Fibra ótica,Não,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,79.4,4238.45,2.52
5244,Female,0,Sim,Sim,57,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Um ano,Sim,Pagamento físico,59.3,3274.35,1.88
5245,Male,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,69.95,69.95,1.17
5246,Male,1,Não,Não,13,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,90.5,1201.15,2.86
5247,Female,0,Não,Não,43,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Credit card (automatic),85.1,3662.25,2.77
5248,Male,0,Não,Sim,61,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,19.75,1124.2,0.6
5249,Female,0,Sim,Sim,3,Não,DSL,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),69.15,235.0,1.96
5250,Male,0,Sim,Não,67,Não,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,93.15,6368.2,3.12
5251,Female,0,Sim,Não,71,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,23.85,1672.1,0.77
5252,Male,0,Sim,Sim,58,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Não,Credit card (automatic),71.6,4230.25,2.39
5253,Male,0,Sim,Sim,22,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Pagamento físico,78.65,1663.75,2.41
5254,Male,0,Não,Sim,57,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Pagamento físico,89.55,5012.35,2.88
5256,Male,0,Não,Não,67,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Pagamento físico,19.8,1311.3,0.64
5257,Female,0,Sim,Sim,36,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Bank transfer (automatic),19.2,702.9,0.63
5258,Male,0,Sim,Sim,72,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Dois anos,Não,Bank transfer (automatic),68.4,4855.35,2.22
5259,Female,1,Sim,Não,72,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Sim,Dois anos,Não,Bank transfer (automatic),78.5,5602.25,2.56
5260,Female,0,Não,Não,25,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),76.15,1992.95,2.56
5261,Female,0,Sim,Não,12,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Bank transfer (automatic),49.85,617.15,1.58
5262,Male,0,Não,Não,70,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),114.95,7711.25,3.62
5263,Male,0,Sim,Sim,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,74.5,74.5,1.24
5264,Female,0,Sim,Sim,1,Sim,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,102.45,102.45,1.71
5265,Male,0,Não,Não,21,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Pagamento físico,103.85,2215.0,3.36
5266,Female,0,Sim,Sim,62,Não,Fibra ótica,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),101.15,6638.35,3.51
5267,Female,0,Não,Não,22,Não,DSL,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Um ano,Não,Bank transfer (automatic),65.25,1441.8,2.09
5268,Female,0,Não,Não,65,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Um ano,Sim,Débito eletrônico,95.5,6153.85,3.11
5269,Female,0,Não,Não,38,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,19.3,755.5,0.65
5270,Male,0,Sim,Não,44,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Não,Bank transfer (automatic),54.3,2390.45,1.77
5271,Female,0,Não,Não,6,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,19.55,124.45,0.59
5272,Male,0,Sim,Não,67,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Dois anos,Sim,Credit card (automatic),69.2,4671.65,2.29
5273,Male,0,Não,Não,2,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Débito eletrônico,79.0,143.65,1.6
5274,Male,0,Não,Não,72,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,104.95,7544.3,3.44
5275,Female,0,Não,Não,40,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),20.6,827.3,0.67
5276,Female,1,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,69.25,69.25,1.15
5277,Male,1,Sim,Não,11,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,70.2,834.7,2.32
5278,Female,0,Sim,Sim,65,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,105.5,6985.65,3.53
5279,Female,0,Sim,Não,70,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),104.3,7188.5,3.37
5280,Male,0,Não,Não,10,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,94.9,1048.85,3.18
5281,Female,1,Sim,Não,1,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,100.8,100.8,1.68
5282,Male,0,Sim,Sim,41,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Bank transfer (automatic),19.5,798.2,0.63
5283,Male,0,Sim,Sim,24,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),70.3,1706.45,2.28
5284,Male,0,Sim,Não,2,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,94.2,167.5,1.86
5285,Female,0,Sim,Sim,4,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.85,62.9,0.42
5286,Male,1,Sim,Não,17,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,94.8,1563.9,2.9
5287,Male,0,Sim,Sim,68,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,25.75,1686.15,0.81
5288,Male,0,Não,Não,4,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,88.45,370.65,2.47
5289,Female,0,Não,Não,14,Não,DSL,Não,Não,Não,Sim,Não,Sim,Sim,Não,Um ano,Não,Credit card (automatic),59.1,772.85,1.72
5290,Male,0,Sim,Não,63,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,102.4,6444.05,3.36
5291,Female,0,Sim,Não,43,Não,DSL,Sim,Não,Não,Sim,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Bank transfer (automatic),34.0,1505.35,1.14
5292,Male,0,Sim,Sim,66,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Pagamento físico,84.0,5714.25,2.84
5293,Female,1,Não,Não,8,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito eletrônico,101.35,780.5,2.89
5294,Male,0,Não,Não,4,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.0,73.45,0.49
5295,Male,1,Não,Não,2,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,74.85,156.4,1.74
5296,Male,0,Não,Não,1,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.75,19.75,0.33
5297,Female,0,Sim,Não,9,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,48.75,442.2,1.47
5298,Female,1,Sim,Não,18,Sim,Fibra ótica,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Não,Bank transfer (automatic),99.75,1836.25,3.22
5299,Male,0,Não,Não,32,Não,Fibra ótica,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),87.65,2766.4,2.79
5300,Male,0,Não,Sim,44,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),19.55,819.95,0.61
5301,Male,0,Não,Sim,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,25.3,25.3,0.42
5302,Female,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.9,20.9,0.35
5303,Female,0,Não,Não,24,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Credit card (automatic),20.45,527.35,0.7
5304,Male,0,Sim,Não,50,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Não,Sem serviço telefônico,Um ano,Sim,Bank transfer (automatic),44.45,2188.45,1.43
5305,Female,0,Não,Não,51,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,111.5,5703.25,3.66
5306,Female,0,Não,Não,3,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,69.85,199.85,1.67
5307,Female,0,Não,Sim,1,Não,DSL,Sim,Não,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,54.5,54.5,0.91
5308,Male,0,Sim,Não,53,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),77.4,4155.95,2.57
5309,Female,1,Não,Não,47,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),85.2,3969.35,2.76
5310,Male,0,Sim,Não,10,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,85.6,813.85,2.47
5311,Female,0,Sim,Sim,1,Sim,DSL,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,50.45,50.45,0.84
5312,Female,1,Não,Não,40,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),103.75,4188.4,3.41
5313,Female,0,Não,Não,61,Não,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Mensal,Não,Pagamento físico,89.2,5500.6,2.96
5314,Female,0,Não,Não,1,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,45.15,45.15,0.75
5315,Female,0,Não,Não,46,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Sim,Não,Dois anos,Não,Credit card (automatic),54.35,2460.15,1.74
5316,Male,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,69.65,69.65,1.16
5317,Male,0,Sim,Sim,72,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),112.25,8041.65,3.67
5318,Male,0,Sim,Sim,11,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Débito eletrônico,20.45,250.8,0.7
5319,Female,0,Sim,Sim,25,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,20.1,486.05,0.62
